LNGI;LATI;PRID;Horizon;Nom_horizon;epais_hor;transition_distin;Munshell_col_hud;sable_gros;sable_moy;sable_fin;sable_tr_fin;sable_total;Limon;Argile;classe_TT;PH;PHKC;SO4;EXCA;EXMG;EXNA;EXCK;EXAL;CECS;total_carbone;total_azote;Phosphore
-16,26666641;13,93332958;SNSF200;3;NA;90;G;10YR7/2;15;NA;38;13;65;3;32;SCL;5,150000095;NA;NA;2,75;0,800000012;0,109999999;0,119999997;NA;7,5;3,400000095;0,25999999;NA
-16,26666641;13,93332958;SNSF200;4;NA;140;NA;10YR7/1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,26666641;13,89999962;SNSF204;1;NA;15;C;10YR5/3;15;NA;55;24;93;2;5;S;5,599999905;NA;NA;1,059999943;0,469999999;0,109999999;0,180000007;NA;3,099999905;4,199999809;0,360000014;NA
-16,26666641;13,89999962;SNSF204;2;NA;55;C;10YR5/3;13;NA;48;28;89;3;9;S;5,449999809;NA;NA;0,939999998;0,430000007;0,109999999;0,200000003;NA;3;2,799999952;0,239999995;NA
-16,26666641;13,89999962;SNSF204;3;NA;85;C;10YR6/4;12;NA;44;23;79;2;19;SL;5,550000191;NA;NA;1,360000014;0,949999988;0,090000004;0,119999997;NA;4,320000172;3;0,349999994;NA
-16,26666641;13,89999962;SNSF204;4;NA;140;NA;10YR7/6;19;NA;44;20;82;2;15;SL;5,400000095;NA;NA;0,920000017;0,730000019;0,090000004;0,119999997;NA;2,880000114;2,599999905;0,200000003;NA
-16,26666641;13,88333035;SNSF206;1;NA;17;G;10YR4/3;23;NA;60;13;95;1;4;S;5,900000095;NA;NA;1,039999962;0,479999989;0,100000001;0,230000004;NA;2,349999905;4;0,349999994;NA
-16,26666641;13,88333035;SNSF206;2;NA;50;G;7,5YR5/4;24;NA;60;8;92;1;7;S;5,849999905;NA;NA;0,5;0,409999996;0,109999999;0,360000014;NA;2,5;4,400000095;0,300000012;NA
-16,26666641;13,88333035;SNSF206;3;NA;90;D;5YR5/6;25;NA;53;9;87;1;12;SL;5,199999809;NA;NA;0,340000004;0,219999999;0,119999997;0,170000002;NA;2,650000095;2,5;0,200000003;NA
-16,26666641;13,88333035;SNSF206;4;NA;140;NA;NA;22;NA;45;9;78;2;22;SCL;4,150000095;NA;NA;0,340000004;0,230000004;0,100000001;0,109999999;NA;3,119999886;2,700000048;0,349999994;NA
-16,26666641;13,88333035;SNSF207;1;NA;17;C;5YR4/4;27;NA;57;9;94;2;3;S;5,5;NA;NA;0,819999993;0,310000002;0,100000001;0,140000001;NA;2,700000048;6,199999809;0,5;NA
-16,26666641;13,88333035;SNSF207;2;NA;45;G;2,5YR4/6;29;NA;53;10;92;1;7;S;5,099999905;NA;NA;0,540000021;0,200000003;0,090000004;0,090000004;NA;2,150000095;2,899999857;0,300000012;NA
-16,26666641;13,88333035;SNSF207;3;NA;90;G;2,5YR5/8;27;NA;46;9;89;2;9;S;5,300000191;NA;NA;0,460000008;0,209999993;0,090000004;0,090000004;NA;2,150000095;1,899999976;0,200000003;NA
-16,26666641;13,88333035;SNSF207;4;NA;140;NA;NA;29;NA;56;8;83;2;15;SL;4,349999905;NA;NA;0,340000004;0,5;0,090000004;0,100000001;NA;3,25;3,899999857;0,300000012;NA
-16,31666756;13,88333035;SNSF215;1;NA;23;G;10YR3/3;22;NA;56;14;92;2;5;S;5,349999905;NA;NA;0,720000029;0,219999999;0,100000001;0,119999997;NA;3,779999971;4,599999905;0,340000004;NA
-16,31666756;13,88333035;SNSF215;2;NA;55;C;7,5YR5/4;23;NA;56;12;92;2;6;S;5,650000095;NA;NA;0,819999993;0,189999998;0,090000004;0,109999999;NA;2,039999962;2;0,180000007;NA
-16,31666756;13,88333035;SNSF215;3;NA;140;NA;7,5YR5/8;21;NA;40;11;72;2;26;SCL;5,849999905;NA;NA;2,150000095;0,699999988;0,090000004;0,109999999;NA;4,800000191;3,099999905;0,349999994;NA
-16,38333321;13,80000019;SNSF38;1;NA;25;G;NA;27;NA;50;10;88;4;8;S;5,699999809;5,25;NA;4,800000191;1,820000052;0,150000006;0,140000001;NA;7,559999943;12,89999962;1,00999999;NA
-16,38333321;13,80000019;SNSF38;2;NA;55;D;NA;25;NA;57;9;90;2;8;S;5,5;4,400000095;NA;5;1,860000014;0,119999997;0,129999995;NA;8,300000191;3,400000095;0,319999993;NA
-16,38333321;13,80000019;SNSF38;3;NA;155;D;NA;22;NA;43;8;73;2;25;SCL;4,300000191;4,150000095;NA;0,779999971;0,370000005;0,109999999;0,100000001;NA;2,599999905;3,199999809;0,370000005;NA
-16,38333321;13,80000019;SNSF38;4;NA;220;NA;NA;20;NA;48;10;78;1;21;SCL;4,300000191;4,25;NA;0,920000017;0,340000004;0,090000004;0,100000001;NA;3,359999895;2,599999905;0,330000013;NA
-16,33333206;13,76667023;SNSF53;1;NA;15;C;NA;14;NA;39;20;74;15;11;SL;4,849999905;4,449999809;NA;2;1,870000005;0,150000006;0,159999996;NA;5,159999847;9,300000191;0,850000024;NA
-16,33333206;13,76667023;SNSF53;2;NA;63;C;NA;5;NA;25;17;47;15;38;CL;4,199999809;3,650000095;NA;2,5;0,959999979;0,119999997;0,159999996;NA;5,900000095;5,300000191;0,800000012;NA
-16,33333206;13,76667023;SNSF53;3;NA;97;C;NA;25;NA;54;12;91;3;6;S;4,25;3,049999952;NA;2,349999905;0,660000026;0,170000002;0,119999997;NA;9,720000267;1,5;0,180000007;NA
-16,33333206;13,76667023;SNSF53;4;NA;140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
-16,36666679;13,81667042;SNSF61;1;NA;20;G;NA;12;NA;64;14;90;5;5;S;NA;5,199999809;NA;0,300000012;0,07;0,109999999;0,100000001;NA;1,75;5,899999619;0,550000012;NA
